Token,PRT
durus,1.0110655928870882
hospitium,1.0120881352909812
respicio,1.0160085446084506
oblio,1.0252826671648485
humanus,1.0076281338501156
uoueo,1.006561916859908
usus,1.0131941826239526
tribuo,1.0099264918782538
subduco,1.010298687345216
patria,1.0141453839116794
potus,1.0141699056375322
gemo,1.0091170024131402
clamo,1.0117545831102541
saepe,1.0101570747836564
tumultus,1.0072525814980344
nescius,1.00602238489416
ops,1.0082336721071843
compar,1.0290704835201179
exitus,1.0144877531674292
furor,1.01242025792035
instigatio,1.1214310283678226
creator,1.012057120620249
arguo,1.0129890611631744
ignauus,1.015287821647144
diffido,1.0410955979914815
partio,1.021072021136655
exupero,1.0461519351971562
bonitas,1.0182168465046184
querella,1.05253768606675
metuo,1.006762691440419
diuido,1.0192423949804128
auctor,1.0098398072920365
altor,1.0739476782909747
ostendo,1.0221960585426817
amicus,1.0041556678013075
proprius,1.01318335248314
certe,1.0073480159156176
compello,1.0209574421344205
sublimis,1.0075771202162698
parens,1.0143811480987688
possum,1.0049765375712443
meritum,1.0135541564549344
larga,1.0624182473446535
damnum,1.012247939812055
trado,1.0084029289890202
pars,1.0095392012618085
creuo,1.0180727585271978
meatus,1.0186743426820815
laxo,1.0051817991402172
fenus,1.0252932562520571
reddo,1.005825221997223
moenia,1.0157279300879174
influo,1.0336053887500183
totiens,1.0139799545567316
possessor,1.024592843026849
egeo,1.005548455879365
multum,1.0159130001643413
abundo,1.0117345708695353
pauper,1.0162088586686522
carmen,1.0046883254647634
obsequium,1.016990807981126
praedico,1.0468268831316474
signo,1.0083166269373274
penso,1.0403151177288943
scribo,1.0090416837649827
addo,1.0157909041597244
alumnus,1.0150021398440412
patro,1.0436966529165743
portio,1.0516679036366918
adigo,1.0367538953315345
concors,1.0221612452160491
adgredior,1.0151187026784219
sudor,1.0102525737414065
aestiuo,1.0342094730198212
duplico,1.0242670071037194
mola,1.02564463720145
iniquus,1.0091294453348139
nosco,1.009337317849206
saeclum,1.009726458952292
deficio,1.0094094618539649
congeries,1.0297456842629364
silua,1.017080327760328
iugum,1.0174934819273966
uastus,1.0119752583468336
exuo,1.0087491341085155
agger,1.008984701542355
densus,1.0102556154061726
dudum,1.0188551050864123
munium,1.0678652504686847
restituo,1.0113269328260186
spargo,1.0051534946742589
auia,1.083461636348924
sorbeo,1.0244178579433982
colligo,1.0099419337517441
uestigium,1.015808001984
redux,1.0157276226164884
matrix,1.0492809856622418
inueho,1.0217958795181927
uacuus,1.0105057637598402
cesso,1.0103535668026795
fluctus,1.0089838520158427
remeo,1.0216288781907907
canalis,1.0338802962342888
despero,1.0123063295935741
perfundo,1.024726014378351
fruor,1.008348200623188
copia,1.0140297186603908
nuper,1.022689865869462
adipiscor,1.011642573558559
spes,1.0057524438504577
mater,1.0070462316325373
quoniam,1.016471756056705
cognosco,1.0086544042916408
filia,1.0189671703900467
indigenus,1.0419660927221746
affluo,1.0245769498864534
superbus,1.0047794233022458
melior,1.006262112161184
ministro,1.0163257604096023
gaus,1.0203380178147252
profusus,1.0368496196206973
exsulto,1.0232937374522029
diligo,1.0082156165462297
fingo,1.005712893616404
natura,1.0124313161365244
famulor,1.0226135048585858
alo,1.0067446281141503
facies,1.0202698873138367
praeniteo,1.0629324977812828
an,1.0083551095244547
cumulo,1.0134618279506238
colo,1.0046479564746382
nudus,1.0076542175494865
calculus,1.0550240431960032
muto,1.008981242764786
uireo,1.006187339750971
madefactus,1.0320793088325768
gleba,1.0162031343136495
tantum,1.0132755690549855
profundo,1.0150899586708755
merito,1.014439232202072
diues,1.0039495634488314
sinus,1.0087680579453637
gaudeo,1.0065487521313967
loco,1.0190005286562802
diffluo,1.0805911466607445
amnis,1.0126138421449682
hactenus,1.0395095278368975
demonstratio,1.0270372948025555
mt,1.0553764500781346
uterque,1.007106380567377
qualitas,1.0231377267010322
famulus,1.005848378148077
illustris,1.043012052207499
nobilis,1.0229782704822894
albinus,1.0234100900335525
pignus,1.0564347520936528
gaudium,1.0053175020485694
caelum,1.0055468286485036
melanus,1.2197985064513184
foedus,1.0145946874312102
nascor,1.00546053269125
profluus,1.111663898972607
lac,1.0108649257945403
inops,1.0061489017633616
alimentum,1.0327837043763808
item,1.0222035321956762
saluber,1.0200208974828053
ecce,1.0143981371640653
pium,1.094186051365103
uisibilis,1.014737853891848
gurges,1.0065723039529637
miseror,1.005460592948622
ubertas,1.0101485598298046
perennis,1.0110775964493355
scaturio,1.1076129469090061
ullus,1.0082351868648545
tenuo,1.020919855385038
sedo,1.0291526729591578
peccator,1.013768144052925
mandatum,1.0197922366466197
uiscus,1.0050537792998129
salio,1.0182402059444264
rex,1.0260563712772988
egenus,1.007123852308092
sors,1.0067149065933967
obtineo,1.0139946626503076
polliceor,1.0083726852263672
flammo,1.0119117799441992
numen,1.017776863500451
solutu,1.1951484876476437
facundus,1.0181896569721516
incipio,1.0129184838428993
attollo,1.027558322080172
lux,1.0074252596697197
orior,1.0105626744383278
apertum,1.0577419954795777
intro,1.008440205861729
taceo,1.0055427907280043
quatio,1.0180743647721313
heia,1.0772875997876403
fecundus,1.0110187999951308
concutio,1.009174303097031
abeo,1.0136504213207869
