id,title,creator,date,type,file,time_interval
IT-LAT0001_33,Vulgata VT Abdiae,Hieronymus,382,prose,lat_0382_IT-LAT0001_33.txt,150
IT-LAT0001_34,Vulgata VT Jonah,Hieronymus,382,prose,lat_0382_IT-LAT0001_34.txt,150
IT-LAT0001_35,Vulgata VT Micah,Hieronymus,382,prose,lat_0382_IT-LAT0001_35.txt,150
IT-LAT0001_36,Vulgata VT Nahum,Hieronymus,382,prose,lat_0382_IT-LAT0001_36.txt,150
IT-LAT0001_37,Vulgata VT Habacuc,Hieronymus,382,prose,lat_0382_IT-LAT0001_37.txt,150
IT-LAT0001_38,Vulgata VT Aggaeus,Hieronymus,382,prose,lat_0382_IT-LAT0001_38.txt,150
IT-LAT0001_39,Vulgata VT Zechariach,Hieronymus,382,prose,lat_0382_IT-LAT0001_39.txt,150
IT-LAT0001_40,Vulgata VT Malachi,Hieronymus,382,prose,lat_0382_IT-LAT0001_40.txt,150
IT-LAT0001_41,Vulgata VT Sirach,Hieronymus,382,prose,lat_0382_IT-LAT0001_41.txt,150
IT-LAT0001_42,Vulgata NT Evangelium Secundum Matthaeum,Hieronymus,382,prose,lat_0382_IT-LAT0001_42.txt,150
IT-LAT0001_43,Vulgata NT Evangelium Secundum Marcum,Hieronymus,382,prose,lat_0382_IT-LAT0001_43.txt,150
IT-LAT0001_44,Vulgata NT Evangelium Secundum Lucam,Hieronymus,382,prose,lat_0382_IT-LAT0001_44.txt,150
IT-LAT0001_45,Vulgata NT Evangelium Secundum Ioannem,Hieronymus,382,prose,lat_0382_IT-LAT0001_45.txt,150
IT-LAT0001_46,Vulgata NT Actus Apostolorum,Hieronymus,382,prose,lat_0382_IT-LAT0001_46.txt,150
IT-LAT0001_47,Vulgata NT Ad Romanos,Hieronymus,382,prose,lat_0382_IT-LAT0001_47.txt,150
IT-LAT0001_48,Vulgata NT Ad Corinthios I,Hieronymus,382,prose,lat_0382_IT-LAT0001_48.txt,150
IT-LAT0001_49,Vulgata NT Ad Corinthios II,Hieronymus,382,prose,lat_0382_IT-LAT0001_49.txt,150
IT-LAT0001_50,Vulgata NT Ad Galatas,Hieronymus,382,prose,lat_0382_IT-LAT0001_50.txt,150
IT-LAT0001_51,Vulgata NT Ad Ephesios,Hieronymus,382,prose,lat_0382_IT-LAT0001_51.txt,150
IT-LAT0001_52,Vulgata NT Ad Philippenses,Hieronymus,382,prose,lat_0382_IT-LAT0001_52.txt,150
IT-LAT0001_53,Vulgata NT Ad Colossenses,Hieronymus,382,prose,lat_0382_IT-LAT0001_53.txt,150
IT-LAT0001_54,Vulgata NT Ad Thessalonicenses I,Hieronymus,382,prose,lat_0382_IT-LAT0001_54.txt,150
IT-LAT0001_55,Vulgata NT Ad Thessalonicenses II,Hieronymus,382,prose,lat_0382_IT-LAT0001_55.txt,150
IT-LAT0001_56,Vulgata NT Ad Timotheum I,Hieronymus,382,prose,lat_0382_IT-LAT0001_56.txt,150
IT-LAT0001_57,Vulgata NT Ad Timotheum II,Hieronymus,382,prose,lat_0382_IT-LAT0001_57.txt,150
IT-LAT0001_58,Vulgata NT Ad Titum,Hieronymus,382,prose,lat_0382_IT-LAT0001_58.txt,150
IT-LAT0001_59,Vulgata NT Ad Philemonem,Hieronymus,382,prose,lat_0382_IT-LAT0001_59.txt,150
IT-LAT0001_60,Vulgata NT Ad Hebraeos,Hieronymus,382,prose,lat_0382_IT-LAT0001_60.txt,150
IT-LAT0001_61,Vulgata NT Iacobi,Hieronymus,382,prose,lat_0382_IT-LAT0001_61.txt,150
IT-LAT0001_62,Vulgata NT I Petri,Hieronymus,382,prose,lat_0382_IT-LAT0001_62.txt,150
IT-LAT0001_63,Vulgata NT II Petri,Hieronymus,382,prose,lat_0382_IT-LAT0001_63.txt,150
IT-LAT0001_64,Vulgata NT I Ioannis,Hieronymus,382,prose,lat_0382_IT-LAT0001_64.txt,150
