Token,Cosine Similarity
dolus,0.95012414
utique,0.96113086
priuo,0.9739146
iuuenis,0.99671906
senesco,0.9790918
diues,0.9927255
inuitus,0.98833287
gens,0.97858787
peruerto,0.9790256
saeculum,0.93686396
coram,0.92339844
sicut,0.97054935
conditor,0.95071137
orbis,0.99246526
frater,0.98182845
impius,0.96668595
inquam,0.9754406
egeo,0.9936082
algeo,0.97893035
fames,0.98185194
laboro,0.9895768
patior,0.98832417
dissimulo,0.99209327
opitulor,0.97278607
inualidus,0.99016535
sol,0.9899337
nihil,0.99476326
permitto,0.9868002
causa,0.9693296
purgo,0.9770414
ueritas,0.973593
iniustus,0.9880285
solum,0.99046093
expecto,0.9827433
odium,0.9832494
publicus,0.9745207
necessarius,0.9804059
confessio,0.95189667
nomen,0.982671
crimen,0.9807018
aliquis,0.98507005
statim,0.9855227
co,0.96746594
alo,0.9904524
torqueo,0.99388003
dexter,0.9877738
teneo,0.9904105
delicia,0.9841728
fruor,0.99429536
renouo,0.9878584
praegredior,0.97979826
inmortalis,0.963252
tartara,0.97165984
innocuus,0.9920323
praemium,0.98577905
dignus,0.992881
saeuus,0.996135
incipio,0.99386275
iudicium,0.9483833
morior,0.9874839
effugio,0.98520553
actus,0.9830652
dispono,0.99115294
insipiens,0.97301376
legitimus,0.95707047
ualeo,0.97645867
praeceps,0.99111485
fatalis,0.97303337
obliuio,0.98002386
mortuus,0.95560706
prior,0.9907259
imperito,0.96599686
cinis,0.9642455
aeque,0.97814703
extorqueo,0.9796487
oportet,0.9653934
falso,0.9730655
quot,0.98929065
quisque,0.9915894
incestus,0.9867538
coquo,0.9571086
eruo,0.9524516
uacuus,0.9943942
retracto,0.9760029
opto,0.9972683
nosco,0.99277174
caro,0.9421814
eximo,0.9840219
recondo,0.99015343
mortalis,0.9874453
separo,0.9778047
idcirco,0.970088
oculus,0.97097635
aequo,0.9842344
secerno,0.9931156
do,0.98453295
fragilis,0.9843734
honor,0.8966898
ecclesia,0.97335964
bonitas,0.95745033
pax,0.97567046
patientia,0.9651018
uerus,0.989067
innoxius,0.9850322
perfidus,0.99019486
fera,0.99454415
quantus,0.9870627
praeses,0.8908541
gloria,0.9624871
centum,0.97975063
infans,0.9867992
comedo,0.9792759
lucror,0.9701716
terrenus,0.9744107
iudex,0.96485996
excrucio,0.97651774
