Token,Cosine Similarity
publica,0.95460165
alieno,0.95320153
totus,0.9923444
venio,0.9359971
lacesso,0.99517757
iurgium,0.9940181
orior,0.98991567
deus,0.9697946
testor,0.9927048
summoueo,0.9929204
protego,0.985265
uinclum,0.9938033
inicio,0.99110377
cresco,0.99525833
spectaculum,0.99172366
uociferor,0.9892323
occasio,0.97485983
olympia,0.9687729
athenae,0.9939428
sacro,0.9832361
septem,0.98154974
uinculum,0.9945614
iniecio,0.9754259
sexaginta,0.98517394
comprehendo,0.99165106
saluus,0.97928786
pereo,0.995939
auersus,0.9861356
auris,0.98977053
loquor,0.97402203
damno,0.98921394
supplicium,0.9866239
externus,0.99169934
merces,0.97695535
tyrannus,0.9835924
milito,0.9866021
seruitium,0.983796
libero,0.97818494
suspicor,0.9915951
communis,0.98696005
restituo,0.98695254
mentio,0.9648943
adscriptus,0.96746314
tyranna,0.97758406
dilabor,0.988781
cu,0.9668503
porticus,0.99088234
pecunia,0.9776257
reficio,0.98420477
possideo,0.9903245
uetus,0.99225914
philippus,0.94084686
amynta,0.97175694
filius,0.96030325
regno,0.9732377
eneruo,0.9636141
obnoxius,0.98541385
damnum,0.9801354
lycurgus,0.9884068
octingenti,0.97545904
tollo,0.9944852
comitium,0.9831978
creo,0.9762745
messala,0.91763234
liuius,0.9830752
aemilius,0.9591564
lepidus,0.986405
q.,0.9901521
marcius,0.9862584
pulcher,0.989442
cn.us,0.9870275
prorogo,0.9706312
decemuir,0.97875166
auratus,0.9830397
cornelius,0.9748132
inscribo,0.98159033
duodecim,0.9666787
auro,0.9917983
aedilis,0.9882138
sulpicius,0.96206266
galba,0.96756953
frumentarius,0.96729016
annona,0.9338635
comprimo,0.99389476
plebs,0.94714606
flaccus,0.9702462
reus,0.98285
separatim,0.97641045
accuso,0.9921777
collega,0.9792242
a.,0.732774
caueo,0.9910729
illic,0.98200387
tuus,0.9598961
hereditas,0.95585096
inhio,0.9847959
quasi,0.97110635
lupus,0.9871689
appello,0.9963567
ludo,0.9941692
ter,0.9923629
quinquiens,0.95898485
instauro,0.9759834
consulatus,0.74139524
idus,0.9690833
deque,0.9740802
muto,0.99596643
ligures,0.9782062
gallia,0.9756432
decerno,0.98107207
comparo,0.99016535
sortior,0.96278036
binus,0.98893726
latinus,0.9701022
quini,0.9860667
deni,0.9776509
urbanus,0.97397214
iurisdictio,0.91733426
sicilia,0.9848031
sardinia,0.9773799
hispania,0.9736333
citerior,0.8997401
ulterior,0.9651436
sortitus,0.97854793
laelius,0.9692446
traduco,0.9761718
classis,0.990141
sempronius,0.9487318
singulus,0.98986185
terni,0.9840971
supplementum,0.9601421
secus,0.9267812
proficisco,0.96849895
supplicatio,0.91175205
triduum,0.96981263
collegium,0.94224465
compitum,0.9807094
hora,0.98356366
quartus,0.98828113
tenebrae,0.95710945
pluo,0.94697905
consulto,0.9731846
ciuis,0.9929193
natis,0.9834536
heres,0.9693361
municeps,0.98464125
promulgo,0.97453886
suffragium,0.9672225
sine,0.99267364
